customer_id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency
10796,1984,master,married,30477.0,1,0,22-01-2014,16
2563,1961,basic,married,28249.0,0,0,15-06-2014,80
3518,1983,graduation,married,25271.0,1,0,05-12-2012,45
5823,1970,phd,single,32303.0,0,1,08-03-2014,63
3934,1966,graduation,married,61286.0,0,1,02-08-2013,34
6982,1976,graduation,married,74068.0,0,0,19-03-2013,14
6431,1964,phd,married,45759.0,1,1,23-02-2013,13
9733,1978,basic,together,24882.0,1,0,09-09-2012,52
5602,1989,phd,together,66973.0,0,0,17-05-2013,98
1324,1988,graduation,married,38872.0,1,0,30-05-2013,93
326,1973,graduation,married,51148.0,1,1,18-02-2013,38
7224,1977,graduation,married,31353.0,1,1,29-12-2013,24
6999,1980,master,married,69661.0,0,0,13-05-2014,80
9938,1954,graduation,married,80067.0,0,0,19-09-2013,82
6422,1954,graduation,married,86718.0,0,0,17-01-2013,20
3182,1973,phd,single,46854.0,1,1,31-03-2014,81
7300,1952,graduation,divorced,69142.0,0,1,29-06-2014,50
10424,1968,graduation,single,75922.0,0,0,09-12-2013,60
8727,1978,graduation,divorced,63693.0,0,1,14-10-2013,63
2798,1977,phd,together,102160.0,0,0,02-11-2012,54
1030,1965,phd,single,40637.0,1,1,17-07-2013,72
624,1984,master,single,18890.0,0,0,10-11-2012,5
5176,1988,graduation,together,29604.0,1,0,08-12-2013,88
5552,1963,master,divorced,48721.0,1,1,13-05-2013,50
868,1966,graduation,married,44794.0,0,1,08-06-2014,99
380,1954,graduation,divorced,64497.0,0,1,10-09-2012,17
2677,1956,graduation,together,46097.0,0,1,31-03-2013,11
6521,1954,graduation,together,77972.0,0,0,18-03-2014,18
6927,1968,phd,married,44377.0,1,1,05-10-2012,70
2877,1974,master,together,46014.0,1,1,21-01-2013,21
0,1985,graduation,married,70951.0,0,0,04-05-2013,66
1584,1977,graduation,married,41443.0,1,0,01-04-2014,79
6274,1948,master,married,83790.0,0,0,15-11-2013,81
1377,1954,master,widow,44551.0,0,1,31-08-2013,24
454,1980,graduation,together,69508.0,1,0,14-11-2012,48
2075,1969,graduation,married,72460.0,0,0,14-11-2013,56
4785,1970,phd,together,77622.0,0,2,14-04-2014,3
9076,1980,phd,married,30732.0,1,0,05-01-2013,44
7079,1962,graduation,divorced,63887.0,0,1,08-09-2012,38
4653,1978,graduation,together,42011.0,1,0,26-03-2013,46
7375,1976,graduation,together,51369.0,0,1,25-10-2012,84
709,1952,graduation,divorced,51537.0,0,1,09-12-2012,27
460,1972,phd,married,79930.0,0,0,08-08-2012,72
3726,1986,phd,together,34320.0,1,0,16-02-2014,66
6798,1966,graduation,single,37070.0,1,1,20-03-2013,30
1606,1971,graduation,together,38590.0,1,0,15-05-2013,65
9617,1951,graduation,single,15033.0,0,0,16-04-2014,37
3233,1965,phd,married,62745.0,0,1,23-03-2013,89
2936,1982,master,together,23661.0,1,0,04-12-2013,46
9449,1958,phd,single,79761.0,0,1,04-10-2013,32
7297,1973,graduation,single,7500.0,1,0,26-12-2013,54
313,1968,graduation,widow,73455.0,0,0,28-10-2013,98
9940,1958,graduation,together,64961.0,0,1,23-12-2012,97
10735,1971,graduation,single,22804.0,1,0,31-07-2013,75
9529,1990,graduation,married,73687.0,0,0,28-11-2013,8
6439,1958,graduation,married,61074.0,0,1,17-08-2012,37
7411,1964,phd,married,31686.0,1,1,05-06-2014,31
2176,1972,graduation,married,80134.0,1,0,20-05-2013,40
9265,1953,graduation,married,75027.0,0,1,09-01-2013,74
8867,1988,phd,married,67546.0,0,0,31-08-2012,90
8932,1969,master,together,65176.0,0,1,29-10-2012,57
10236,1975,master,single,31160.0,1,0,16-09-2013,59
6340,1985,graduation,single,29938.0,1,0,27-10-2013,52
10089,1974,graduation,divorced,102692.0,0,0,05-04-2013,5
10992,1967,graduation,together,75702.0,1,1,29-08-2012,77
5304,1974,phd,single,30899.0,1,0,13-10-2012,35
309,1961,phd,together,63342.0,0,1,16-10-2012,48
3406,1964,graduation,single,45989.0,0,1,22-10-2012,97
2661,1964,graduation,single,18701.0,1,1,04-06-2013,95
3153,1957,phd,single,40737.0,2,1,08-12-2013,24
10264,1979,graduation,divorced,15287.0,1,0,10-10-2012,60
1184,1968,phd,divorced,69674.0,0,2,22-05-2013,46
4200,1970,master,married,44159.0,1,0,17-06-2014,85
9396,1978,phd,married,37717.0,1,0,23-11-2012,31
2387,1952,master,together,43776.0,1,1,03-02-2013,9
6690,1966,master,married,38179.0,1,1,14-03-2013,30
1225,1963,graduation,married,80124.0,0,0,26-06-2014,47
9703,1970,phd,married,38097.0,1,1,15-10-2012,70
291,1970,graduation,married,72940.0,0,0,19-06-2013,13
4557,1970,graduation,together,22070.0,1,0,04-10-2013,11
2379,1953,graduation,single,69267.0,0,0,22-09-2012,31
5726,1983,master,single,31788.0,1,0,20-03-2014,15
3066,1975,phd,together,61905.0,0,1,04-02-2014,2
6336,1960,graduation,married,29315.0,1,1,06-04-2014,55
10967,1963,graduation,divorced,33378.0,1,1,06-02-2013,38
2304,1963,phd,together,66313.0,0,1,16-09-2013,86
3445,1956,graduation,single,60714.0,0,0,17-01-2013,56
7828,1981,master,together,77882.0,0,0,30-04-2014,29
3762,1986,phd,single,69867.0,0,0,02-04-2013,30
4391,1968,master,divorced,63841.0,0,1,21-04-2013,64
4669,1981,basic,married,24480.0,1,0,11-02-2013,46
10144,1976,graduation,together,51369.0,0,1,25-10-2012,84
8652,1946,graduation,together,37760.0,0,0,31-08-2012,20
1672,1974,phd,together,65640.0,0,1,01-03-2014,74
8962,1975,master,married,44319.0,1,1,17-04-2014,18
9974,1974,graduation,married,30631.0,1,0,12-07-2013,75
10983,1952,graduation,together,75278.0,0,0,29-01-2013,17
8148,1956,master,together,50898.0,1,1,08-01-2013,88
10102,1966,graduation,widow,79946.0,0,0,12-05-2014,19
4697,1949,master,divorced,35416.0,0,0,13-06-2013,62
7254,1969,graduation,together,38361.0,1,0,27-12-2013,74
4543,1980,graduation,married,82497.0,0,0,31-10-2012,32
4927,1971,graduation,together,16626.0,2,0,15-01-2014,76
10451,1965,graduation,together,29672.0,1,1,12-03-2013,6
2926,1952,master,together,55951.0,0,1,23-08-2012,62
9738,1986,master,together,42386.0,1,0,13-01-2013,43
7119,1982,graduation,single,68627.0,0,0,12-01-2013,45
3924,1965,phd,divorced,57912.0,0,1,17-03-2014,34
5827,1958,graduation,divorced,35246.0,1,1,16-04-2014,53
10812,1978,phd,married,46377.0,1,0,01-03-2014,89
1717,1988,graduation,single,39747.0,1,0,13-04-2014,43
9491,1984,graduation,together,23976.0,1,0,27-12-2013,68
9274,1961,master,married,80950.0,0,0,28-03-2013,44
6609,1966,graduation,widow,27038.0,0,0,18-09-2012,64
6963,1947,graduation,single,77457.0,0,0,05-03-2014,85
4440,1964,master,married,64100.0,0,1,10-09-2013,93
1379,1992,master,together,42670.0,0,0,27-04-2013,12
10032,1976,graduation,divorced,12571.0,1,0,18-01-2014,86
2826,1967,graduation,married,22574.0,2,1,28-10-2013,28
2437,1989,graduation,married,47883.440288418205,0,0,03-06-2013,69
6320,1976,master,single,70893.0,0,0,06-02-2013,42
3050,1966,graduation,married,54198.0,1,1,17-12-2013,13
231,1956,master,together,28839.0,1,1,11-03-2014,86
2392,1972,graduation,married,40321.0,1,1,29-07-2013,59
9478,1985,graduation,single,66503.0,1,0,14-08-2012,30
113,1951,graduation,married,30833.0,1,1,16-07-2013,33
2863,1970,graduation,single,47883.440288418205,1,2,23-08-2013,67
1802,1971,graduation,married,64795.0,0,1,17-01-2013,23
520,1974,graduation,married,34421.0,1,0,01-07-2013,81
8275,1965,phd,divorced,47025.0,1,1,09-02-2014,6
9750,1961,phd,divorced,64325.0,0,1,07-02-2013,41
2607,1953,graduation,single,40464.0,0,1,11-01-2013,78
7214,1957,graduation,married,62187.0,0,0,05-07-2013,49
5835,1976,phd,divorced,14849.0,1,0,02-07-2013,39
3896,1984,graduation,married,27255.0,1,0,07-11-2013,3
10350,1950,phd,married,54432.0,2,1,09-05-2013,37
7786,1986,phd,single,29999.0,1,0,13-02-2013,22
2861,1983,graduation,single,24072.0,1,0,16-04-2013,79
663,1989,phd,single,33996.0,0,0,11-09-2013,46
10675,1956,phd,married,66334.0,0,1,03-04-2013,82
2521,1971,master,married,35178.0,1,0,10-01-2013,10
9592,1983,graduation,together,22010.0,1,0,30-06-2013,51
10151,1960,graduation,divorced,62204.0,0,2,12-09-2012,38
7381,1968,graduation,divorced,75693.0,0,0,06-12-2012,10
4099,1972,graduation,married,30675.0,1,0,12-11-2012,14
9560,1965,graduation,together,83003.0,0,0,03-03-2013,18
1150,1899,phd,together,83532.0,0,0,26-09-2013,36
10172,1988,graduation,single,68655.0,0,0,10-08-2012,95
11191,1986,graduation,divorced,41411.0,0,0,07-12-2013,11
9707,1969,phd,married,55212.0,0,1,23-11-2012,65
6245,1950,phd,together,59292.0,0,1,13-06-2013,71
8234,1973,basic,together,27190.0,1,0,15-08-2013,13
1411,1952,graduation,divorced,82623.0,0,0,10-11-2013,58
8553,1965,graduation,married,44300.0,1,1,23-06-2013,65
1826,1970,graduation,divorced,84835.0,0,0,16-06-2014,0
8842,1971,graduation,widow,30372.0,1,1,25-12-2012,33
11030,1976,master,married,33181.0,1,0,03-01-2014,90
2579,1957,graduation,married,71113.0,0,1,17-12-2013,95
175,1986,graduation,married,71952.0,1,0,10-01-2013,93
9185,1966,phd,single,69759.0,0,0,28-10-2013,38
11056,1974,graduation,married,72099.0,0,0,27-10-2012,18
9365,1976,phd,single,60000.0,0,1,22-12-2012,57
6201,1978,graduation,single,38643.0,1,1,29-11-2013,45
2061,1955,graduation,married,50737.0,0,1,11-05-2013,61
6184,1969,phd,married,68462.0,0,0,12-12-2012,6
6142,1943,master,married,65073.0,0,0,20-08-2013,65
4107,1948,phd,together,46681.0,0,2,08-10-2013,52
7274,1957,graduation,married,78618.0,0,0,28-09-2012,87
9336,1969,phd,widow,62187.0,0,1,22-03-2014,38
2958,1978,graduation,married,28442.0,2,0,24-02-2014,53
933,1978,phd,married,37717.0,1,0,23-11-2012,31
5837,1967,graduation,married,51479.0,1,1,28-12-2012,67
10704,1969,graduation,single,54803.0,0,1,21-08-2012,65
5125,1960,graduation,married,79530.0,0,0,17-05-2013,64
4432,1976,graduation,divorced,31615.0,1,0,16-03-2013,82
5955,1962,graduation,together,72025.0,0,0,17-11-2012,27
2928,1975,phd,single,52614.0,0,1,01-12-2012,63
10313,1975,graduation,married,48178.0,1,1,28-10-2012,69
2557,1970,master,single,29548.0,1,0,29-08-2013,52
1245,1966,graduation,single,63810.0,0,1,11-11-2012,45
1519,1972,phd,single,38578.0,1,1,22-06-2013,2
10703,1975,master,single,46098.0,1,1,18-08-2012,86
1726,1970,graduation,single,22585.0,0,0,18-03-2013,23
4459,1989,graduation,single,30279.0,1,0,30-12-2012,13
1729,1961,phd,together,66426.0,0,1,02-10-2013,14
1517,1969,graduation,single,30822.0,1,0,14-06-2013,92
2098,1969,phd,married,33581.0,2,0,08-01-2013,38
9543,1985,graduation,married,19986.0,1,0,14-11-2013,74
6878,1954,graduation,widow,27421.0,0,0,12-12-2012,14
2724,1981,master,single,36143.0,1,0,30-03-2014,33
948,1971,graduation,single,10245.0,1,0,15-05-2013,32
6720,1968,master,together,43795.0,0,1,16-10-2013,11
6202,1960,graduation,together,63381.0,0,1,05-10-2012,78
2066,1949,graduation,together,38823.0,0,1,30-08-2012,56
9799,1968,phd,divorced,83664.0,1,1,08-05-2013,57
8318,1979,graduation,together,90300.0,0,0,03-01-2014,7
5642,1979,master,together,62499.0,1,0,09-12-2013,0
2669,1993,graduation,single,74293.0,0,0,04-05-2014,66
455,1946,phd,married,51012.0,0,0,18-04-2013,86
7683,1968,master,married,70777.0,0,1,25-02-2014,80
3428,1991,phd,together,68682.0,0,0,06-10-2013,56
7414,1971,graduation,married,43824.0,1,1,15-09-2012,18
6354,1984,graduation,together,15345.0,1,0,31-08-2012,51
798,1987,graduation,single,23442.0,1,0,24-12-2012,71
9999,1965,graduation,together,75276.0,0,0,27-09-2012,2
7617,1974,graduation,single,42373.0,1,1,15-08-2013,83
615,1960,graduation,together,30507.0,0,0,11-03-2013,29
2552,1955,phd,single,55521.0,1,2,22-10-2013,11
194,1965,graduation,married,48006.0,1,1,09-06-2014,55
3645,1972,phd,single,27213.0,1,0,30-08-2012,19
8890,1971,phd,divorced,65808.0,1,1,30-05-2014,1
5049,1974,phd,together,30351.0,1,0,06-06-2013,19
9973,1963,graduation,married,50437.0,0,2,17-10-2012,28
10882,1976,graduation,married,53858.0,0,1,09-11-2012,50
7030,1955,phd,married,66465.0,0,1,30-03-2013,1
7422,1987,graduation,single,46923.0,1,0,22-08-2012,90
3523,1962,graduation,together,75072.0,0,1,23-01-2013,83
7106,1943,phd,married,75865.0,0,0,31-03-2014,73
5067,1994,graduation,together,80134.0,0,0,14-02-2014,11
4216,1981,graduation,single,91065.0,0,0,22-02-2013,33
8581,1971,master,married,49505.0,1,1,05-03-2013,4
5929,1973,phd,married,37401.0,1,0,06-05-2014,14
3129,1983,graduation,married,30096.0,1,0,22-05-2014,30
6528,1982,master,together,18492.0,1,0,05-06-2014,75
1361,1974,master,married,82584.0,0,0,04-06-2013,26
6932,1941,phd,married,93027.0,0,0,13-04-2013,77
7284,1953,graduation,married,48686.0,1,2,04-12-2013,8
1340,1986,graduation,married,92910.0,0,0,24-04-2014,42
8746,1989,graduation,married,75433.0,1,0,05-04-2014,28
3767,1968,graduation,married,61314.0,0,1,25-04-2013,1
3725,1961,phd,single,84865.0,0,0,09-05-2013,1
4324,1989,graduation,married,42387.0,1,0,29-10-2012,42
6694,1964,graduation,married,75236.0,0,1,25-11-2013,27
498,1970,graduation,single,30015.0,1,0,02-02-2014,28
9347,1956,master,together,50943.0,0,1,21-06-2013,49
9699,1966,graduation,divorced,67272.0,0,1,21-12-2013,12
10664,1949,master,widow,51529.0,0,1,07-09-2013,14
5455,1971,phd,married,32011.0,1,0,22-08-2013,89
5012,1989,graduation,married,28691.0,1,0,04-07-2013,56
7495,1948,phd,married,56223.0,0,1,20-12-2013,72
5029,1946,graduation,married,18100.0,0,0,06-08-2013,14
10642,1989,graduation,single,30279.0,1,0,30-12-2012,13
10364,1959,graduation,divorced,23295.0,0,0,13-07-2013,72
5954,1972,master,divorced,42618.0,1,0,09-10-2013,92
1137,1964,graduation,single,81246.0,0,0,29-12-2013,87
2541,1976,graduation,married,24027.0,1,0,09-06-2013,7
1142,1953,phd,married,55707.0,0,1,22-12-2013,91
2276,1955,graduation,single,57959.0,0,1,02-05-2013,71
2807,1969,graduation,married,56796.0,0,1,16-02-2013,24
6471,1971,master,single,36230.0,1,0,17-10-2013,17
6233,1976,graduation,married,65991.0,0,1,07-09-2012,21
4148,1972,graduation,married,38988.0,1,2,20-08-2012,90
3225,1984,master,married,42207.0,1,0,01-04-2013,71
7540,1952,graduation,married,50300.0,0,1,25-05-2014,52
1992,1964,graduation,married,60597.0,0,1,01-01-2014,2
7851,1949,graduation,widow,70165.0,0,0,22-09-2013,60
8594,1958,phd,widow,50520.0,0,1,28-01-2014,25
7059,1963,graduation,married,80124.0,0,0,26-06-2014,47
2815,1975,graduation,married,33183.0,1,0,24-02-2014,46
2416,1969,phd,single,66582.0,0,0,03-03-2014,83
7999,1955,phd,together,75261.0,0,0,23-04-2013,17
9213,1970,graduation,widow,31880.0,1,0,31-10-2012,13
9697,1951,graduation,married,53790.0,0,2,06-03-2014,86
3916,1971,phd,together,49269.0,1,0,15-08-2012,92
2021,1975,graduation,married,61456.0,0,1,27-03-2013,47
1581,1980,graduation,married,37406.0,1,0,10-10-2013,18
564,1981,phd,together,56937.0,1,0,04-08-2012,81
6619,1978,graduation,married,38415.0,1,1,02-01-2013,91
9081,1988,graduation,single,20518.0,1,0,18-05-2014,58
178,1956,graduation,married,62503.0,0,1,18-02-2013,40
916,1972,phd,single,41644.0,1,1,09-05-2014,67
5512,1977,master,married,55842.0,0,1,23-05-2014,19
8970,1972,phd,married,62010.0,0,1,23-10-2012,93
10581,1977,graduation,married,41124.0,1,0,31-10-2012,41
5300,1973,master,married,38961.0,1,0,30-12-2013,60
5154,1972,master,divorced,37760.0,1,0,11-08-2013,54
8346,1974,graduation,single,32233.0,1,0,19-08-2012,26
1676,1975,graduation,married,43057.0,0,1,30-10-2013,30
9286,1960,master,together,83151.0,0,0,10-10-2012,93
2426,1964,phd,divorced,78825.0,0,0,14-09-2012,35
5172,1976,master,together,65104.0,0,1,14-11-2013,4
5562,1974,graduation,married,60093.0,0,1,26-06-2013,92
3436,1969,graduation,married,14045.0,1,0,26-01-2014,24
3403,1958,phd,together,78952.0,0,1,24-09-2012,11
22,1976,graduation,divorced,46310.0,1,0,03-12-2012,99
10965,1955,graduation,together,76005.0,0,0,22-02-2013,72
9426,1964,master,single,58308.0,0,1,12-01-2013,77
6605,1944,phd,divorced,55614.0,0,0,27-11-2013,85
3136,1962,master,divorced,59432.0,0,1,13-04-2013,88
8737,1978,graduation,divorced,55563.0,0,1,05-04-2014,22
11088,1971,phd,together,78642.0,0,1,21-04-2013,83
716,1949,phd,together,67911.0,0,1,22-05-2014,63
466,1944,graduation,married,65275.0,0,0,03-04-2013,9
9135,1950,graduation,together,27203.0,1,1,06-08-2012,92
10623,1961,master,together,48330.0,0,1,15-11-2013,2
8151,1990,basic,married,24279.0,0,0,29-12-2012,6
5140,1985,phd,married,64355.0,1,0,24-08-2012,66
10160,1956,master,together,50943.0,0,1,21-06-2013,49
4945,1953,graduation,widow,53653.0,0,0,07-11-2012,29
10584,1976,graduation,married,65665.0,0,1,02-12-2013,77
6071,1989,graduation,single,81217.0,0,0,19-07-2013,77
3386,1992,graduation,married,34935.0,0,0,21-06-2013,71
